[LOG]Added St#1 	Position(264,15009) 	 to the Quad Tree.
[LOG]Added St#1413 	Position(9430,31188) 	 to the Quad Tree.
[LOG]Added St#1414 	Position(9990,31176) 	 to the Quad Tree.
[LOG]Added St#1415 	Position(10514,31174) 	 to the Quad Tree.
[LOG]Added St#1416 	Position(11030,31181) 	 to the Quad Tree.
[LOG]Added St#1417 	Position(11583,31187) 	 to the Quad Tree.
[LOG]Added St#1418 	Position(12108,31184) 	 to the Quad Tree.
[LOG]Added St#1419 	Position(12691,31164) 	 to the Quad Tree.
[LOG]Added St#1420 	Position(13180,31195) 	 to the Quad Tree.
[LOG]Added St#1421 	Position(13754,31183) 	 to the Quad Tree.
[LOG]Added St#1422 	Position(14302,31153) 	 to the Quad Tree.
[LOG]Added St#1423 	Position(14817,31161) 	 to the Quad Tree.
[LOG]Added St#1424 	Position(15373,31186) 	 to the Quad Tree.
[LOG]Added St#1425 	Position(15914,31189) 	 to the Quad Tree.
[LOG]Added St#1426 	Position(16457,31154) 	 to the Quad Tree.
[LOG]Added St#1427 	Position(16993,31188) 	 to the Quad Tree.
[LOG]Added St#1428 	Position(17508,31161) 	 to the Quad Tree.
[LOG]Added St#1429 	Position(18075,31194) 	 to the Quad Tree.
[LOG]Added St#1430 	Position(18613,31171) 	 to the Quad Tree.
[LOG]Added St#1431 	Position(19139,31187) 	 to the Quad Tree.
[LOG]Added St#1432 	Position(19693,31153) 	 to the Quad Tree.
[LOG]Added St#1433 	Position(20234,31178) 	 to the Quad Tree.
[LOG]Added St#1434 	Position(20776,31194) 	 to the Quad Tree.
[LOG]Added St#1435 	Position(21268,31184) 	 to the Quad Tree.
[LOG]Added St#1436 	Position(21813,31144) 	 to the Quad Tree.
[LOG]Added St#1437 	Position(22342,31177) 	 to the Quad Tree.
[LOG]Added St#1438 	Position(22918,31173) 	 to the Quad Tree.
[LOG]Added St#1439 	Position(23429,31172) 	 to the Quad Tree.
[LOG]Added St#1440 	Position(24001,31195) 	 to the Quad Tree.
[LOG]Added St#1441 	Position(24529,31148) 	 to the Quad Tree.
[LOG]Added St#1442 	Position(9,31699) 	 to the Quad Tree.
[LOG]Added St#1443 	Position(531,31735) 	 to the Quad Tree.
[LOG]Added St#1444 	Position(1099,31723) 	 to the Quad Tree.
[LOG]Added St#1445 	Position(1628,31683) 	 to the Quad Tree.
[LOG]Added St#1446 	Position(2165,31690) 	 to the Quad Tree.
[LOG]Added St#1447 	Position(2719,31717) 	 to the Quad Tree.
[LOG]Added St#1448 	Position(3253,31701) 	 to the Quad Tree.
[LOG]Added St#1449 	Position(3760,31716) 	 to the Quad Tree.
[LOG]Added St#1450 	Position(4320,31686) 	 to the Quad Tree.
[LOG]Added St#1451 	Position(4856,31689) 	 to the Quad Tree.
[LOG]Added St#1452 	Position(5369,31710) 	 to the Quad Tree.
[LOG]Added St#1453 	Position(5905,31695) 	 to the Quad Tree.
[LOG]Added St#1454 	Position(6467,31724) 	 to the Quad Tree.
[LOG]Added St#1455 	Position(6987,31702) 	 to the Quad Tree.
[LOG]Added St#1456 	Position(7530,31706) 	 to the Quad Tree.
[LOG]Added St#1457 	Position(8095,31703) 	 to the Quad Tree.
[LOG]Added St#1458 	Position(8632,31715) 	 to the Quad Tree.
[LOG]Added St#1459 	Position(9179,31719) 	 to the Quad Tree.
[LOG]Added St#1460 	Position(9703,31686) 	 to the Quad Tree.
[LOG]Added St#1461 	Position(10222,31697) 	 to the Quad Tree.
[LOG]Added St#1462 	Position(10801,31716) 	 to the Quad Tree.
[LOG]Added St#1463 	Position(11314,31713) 	 to the Quad Tree.
[LOG]Added St#1464 	Position(11869,31689) 	 to the Quad Tree.
[LOG]Added St#1465 	Position(12417,31719) 	 to the Quad Tree.
[LOG]Added St#1466 	Position(12962,31711) 	 to the Quad Tree.
[LOG]Added St#1467 	Position(13471,31701) 	 to the Quad Tree.
[LOG]Added St#1468 	Position(13990,31696) 	 to the Quad Tree.
[LOG]Added St#1469 	Position(14538,31720) 	 to the Quad Tree.
[LOG]Added St#1470 	Position(15104,31714) 	 to the Quad Tree.
[LOG]Added St#1471 	Position(15622,31683) 	 to the Quad Tree.
[LOG]Added St#1472 	Position(16152,31716) 	 to the Quad Tree.
[LOG]Added St#1473 	Position(16696,31733) 	 to the Quad Tree.
[LOG]Added St#1474 	Position(17228,31685) 	 to the Quad Tree.
[LOG]Added St#1475 	Position(17791,31684) 	 to the Quad Tree.
[LOG]Added St#1476 	Position(18316,31694) 	 to the Quad Tree.
[LOG]Added St#1477 	Position(18880,31692) 	 to the Quad Tree.
[LOG]Added St#1478 	Position(19427,31727) 	 to the Quad Tree.
[LOG]Added St#1479 	Position(19954,31705) 	 to the Quad Tree.
[LOG]Added St#1480 	Position(20493,31728) 	 to the Quad Tree.
[LOG]Added St#1481 	Position(21004,31733) 	 to the Quad Tree.
[LOG]Added St#1482 	Position(21561,31731) 	 to the Quad Tree.
[LOG]Added St#1483 	Position(22102,31730) 	 to the Quad Tree.
[LOG]Added St#1484 	Position(22641,31728) 	 to the Quad Tree.
[LOG]Added St#1485 	Position(23185,31728) 	 to the Quad Tree.
[LOG]Added St#1486 	Position(23720,31689) 	 to the Quad Tree.
[LOG]Added St#1487 	Position(24243,31682) 	 to the Quad Tree.
[LOG]Added St#1488 	Position(24804,31712) 	 to the Quad Tree.
[LOG]Added St#1489 	Position(284,32260) 	 to the Quad Tree.
[LOG]Added St#1490 	Position(804,32260) 	 to the Quad Tree.
[LOG]Added St#1491 	Position(1332,32226) 	 to the Quad Tree.
[LOG]Added St#1492 	Position(1870,32259) 	 to the Quad Tree.
[LOG]Added St#1493 	Position(2449,32260) 	 to the Quad Tree.
[LOG]Added St#1494 	Position(2981,32252) 	 to the Quad Tree.
[LOG]Added St#1495 	Position(3487,32265) 	 to the Quad Tree.
[LOG]Added St#1496 	Position(4016,32238) 	 to the Quad Tree.
[LOG]Added St#1497 	Position(4602,32264) 	 to the Quad Tree.
[LOG]Added St#1498 	Position(5095,32222) 	 to the Quad Tree.
[LOG]Added St#1499 	Position(5641,32251) 	 to the Quad Tree.
[LOG]Added St#1500 	Position(6181,32236) 	 to the Quad Tree.
[LOG]Added St#1501 	Position(6717,32238) 	 to the Quad Tree.
[LOG]Added St#1502 	Position(7293,32257) 	 to the Quad Tree.
[LOG]Added St#1503 	Position(7819,32260) 	 to the Quad Tree.
[LOG]Added St#1504 	Position(8377,32265) 	 to the Quad Tree.
[LOG]Added St#1505 	Position(8900,32228) 	 to the Quad Tree.
[LOG]Added St#1506 	Position(9453,32234) 	 to the Quad Tree.
[LOG]Added St#1507 	Position(9978,32257) 	 to the Quad Tree.
[LOG]Added St#1508 	Position(10499,32231) 	 to the Quad Tree.
[LOG]Added St#1509 	Position(11031,32236) 	 to the Quad Tree.
[LOG]Added St#1510 	Position(11571,32263) 	 to the Quad Tree.
[LOG]Added St#1511 	Position(12135,32267) 	 to the Quad Tree.
[LOG]Added St#1512 	Position(12653,32234) 	 to the Quad Tree.
[LOG]Added St#1513 	Position(13187,32231) 	 to the Quad Tree.
[LOG]Added St#1514 	Position(13724,32251) 	 to the Quad Tree.
[LOG]Added St#1515 	Position(14286,32239) 	 to the Quad Tree.
[LOG]Added St#1516 	Position(14822,32225) 	 to the Quad Tree.
[LOG]Added St#1517 	Position(15384,32269) 	 to the Quad Tree.
[LOG]Added St#1518 	Position(15914,32271) 	 to the Quad Tree.
[LOG]Added St#1519 	Position(16460,32259) 	 to the Quad Tree.
[LOG]Added St#1520 	Position(16951,32222) 	 to the Quad Tree.
[LOG]Added St#1521 	Position(17502,32242) 	 to the Quad Tree.
[LOG]Added St#1522 	Position(18043,32240) 	 to the Quad Tree.
[LOG]Added St#1523 	Position(18576,32235) 	 to the Quad Tree.
[LOG]Added St#1524 	Position(19119,32274) 	 to the Quad Tree.
[LOG]Added St#1525 	Position(19654,32244) 	 to the Quad Tree.
[LOG]Added St#1526 	Position(20222,32263) 	 to the Quad Tree.
[LOG]Added St#1527 	Position(20755,32249) 	 to the Quad Tree.
[LOG]Added St#1528 	Position(21282,32229) 	 to the Quad Tree.
[LOG]Added St#1529 	Position(21810,32268) 	 to the Quad Tree.
[LOG]Added St#1530 	Position(22380,32238) 	 to the Quad Tree.
[LOG]Added St#1531 	Position(22910,32251) 	 to the Quad Tree.
[LOG]Added St#1532 	Position(23427,32233) 	 to the Quad Tree.
[LOG]Added St#1533 	Position(23980,32266) 	 to the Quad Tree.
[LOG]Added St#1534 	Position(24523,32272) 	 to the Quad Tree.
[LOG]Added St#1535 	Position(17,32761) 	 to the Quad Tree.
[LOG]Added St#1536 	Position(520,32795) 	 to the Quad Tree.
[LOG]Added St#1537 	Position(1082,32789) 	 to the Quad Tree.
[LOG]Added St#1538 	Position(1613,32789) 	 to the Quad Tree.
[LOG]Added St#1539 	Position(2141,32813) 	 to the Quad Tree.
[LOG]Added St#1540 	Position(2679,32777) 	 to the Quad Tree.
[LOG]Added St#1541 	Position(3216,32810) 	 to the Quad Tree.
[LOG]Added St#1542 	Position(3778,32800) 	 to the Quad Tree.
[LOG]Added St#1543 	Position(4330,32760) 	 to the Quad Tree.
[LOG]Added St#1544 	Position(4828,32811) 	 to the Quad Tree.
[LOG]Added St#1545 	Position(5373,32809) 	 to the Quad Tree.
[LOG]Added St#1546 	Position(5917,32798) 	 to the Quad Tree.
[LOG]Added St#1547 	Position(6491,32764) 	 to the Quad Tree.
[LOG]Added St#1548 	Position(6991,32801) 	 to the Quad Tree.
[LOG]Added St#1549 	Position(7527,32761) 	 to the Quad Tree.
[LOG]Added St#1550 	Position(8064,32808) 	 to the Quad Tree.
[LOG]Added St#1551 	Position(8639,32813) 	 to the Quad Tree.
[LOG]Added St#1552 	Position(9137,32761) 	 to the Quad Tree.
[LOG]Added St#1553 	Position(9704,32775) 	 to the Quad Tree.
[LOG]Added St#1554 	Position(10234,32799) 	 to the Quad Tree.
[LOG]Added St#1555 	Position(10787,32778) 	 to the Quad Tree.
[LOG]Added St#1556 	Position(11317,32788) 	 to the Quad Tree.
[LOG]Added St#1557 	Position(11834,32769) 	 to the Quad Tree.
[LOG]Added St#1558 	Position(12389,32811) 	 to the Quad Tree.
[LOG]Added St#1559 	Position(12941,32783) 	 to the Quad Tree.
[LOG]Added St#1560 	Position(13480,32763) 	 to the Quad Tree.
[LOG]Added St#1561 	Position(14025,32784) 	 to the Quad Tree.
[LOG]Added St#1562 	Position(14564,32775) 	 to the Quad Tree.
[LOG]Added St#1563 	Position(15070,32778) 	 to the Quad Tree.
[LOG]Added St#1564 	Position(15619,32768) 	 to the Quad Tree.
[LOG]Added St#1565 	Position(16173,32791) 	 to the Quad Tree.
[LOG]Added St#1566 	Position(16692,32811) 	 to the Quad Tree.
[LOG]Added St#1567 	Position(17231,32774) 	 to the Quad Tree.
[LOG]Added St#1568 	Position(17804,32784) 	 to the Quad Tree.
[LOG]Added St#1569 	Position(18348,32807) 	 to the Quad Tree.
[LOG]Added St#1570 	Position(18872,32762) 	 to the Quad Tree.
[LOG]Added St#1571 	Position(19405,32782) 	 to the Quad Tree.
[LOG]Added St#1572 	Position(19928,32788) 	 to the Quad Tree.
[LOG]Added St#1573 	Position(20460,32782) 	 to the Quad Tree.
[LOG]Added St#1574 	Position(21020,32778) 	 to the Quad Tree.
[LOG]Added St#1575 	Position(21557,32775) 	 to the Quad Tree.
[LOG]Added St#1576 	Position(22074,32782) 	 to the Quad Tree.
[LOG]Added St#1577 	Position(22654,32802) 	 to the Quad Tree.
[LOG]Added St#1578 	Position(23194,32809) 	 to the Quad Tree.
[LOG]Added St#1579 	Position(23695,32813) 	 to the Quad Tree.
[LOG]Added St#1580 	Position(24253,32762) 	 to the Quad Tree.
[LOG]Added St#1581 	Position(24804,32791) 	 to the Quad Tree.
[LOG]Added St#1582 	Position(263,33314) 	 to the Quad Tree.
[LOG]Added St#1583 	Position(819,33341) 	 to the Quad Tree.
[LOG]Added St#1584 	Position(1350,33324) 	 to the Quad Tree.
[LOG]Added St#1585 	Position(1883,33312) 	 to the Quad Tree.
[LOG]Added St#1586 	Position(2450,33307) 	 to the Quad Tree.
[LOG]Added St#1587 	Position(2945,33333) 	 to the Quad Tree.
[LOG]Added St#1588 	Position(3514,33341) 	 to the Quad Tree.
[LOG]Added St#1589 	Position(4059,33301) 	 to the Quad Tree.
[LOG]Added St#1590 	Position(4571,33301) 	 to the Quad Tree.
[LOG]Added St#1591 	Position(5110,33319) 	 to the Quad Tree.
[LOG]Added St#1592 	Position(5666,33308) 	 to the Quad Tree.
[LOG]Added St#1593 	Position(6188,33303) 	 to the Quad Tree.
[LOG]Added St#1594 	Position(6730,33341) 	 to the Quad Tree.
[LOG]Added St#1595 	Position(7273,33330) 	 to the Quad Tree.
[LOG]Added St#1596 	Position(7811,33332) 	 to the Quad Tree.
[LOG]Added St#1597 	Position(8353,33308) 	 to the Quad Tree.
[LOG]Added St#1598 	Position(8897,33322) 	 to the Quad Tree.
[LOG]Added St#1599 	Position(9406,33347) 	 to the Quad Tree.
[LOG]Added St#1600 	Position(9958,33300) 	 to the Quad Tree.
[LOG]Added St#1601 	Position(10483,33335) 	 to the Quad Tree.
[LOG]Added St#1602 	Position(11047,33350) 	 to the Quad Tree.
[LOG]Added St#1603 	Position(11577,33334) 	 to the Quad Tree.
[LOG]Added St#1604 	Position(12100,33308) 	 to the Quad Tree.
[LOG]Added St#1605 	Position(12685,33335) 	 to the Quad Tree.
[LOG]Added St#1606 	Position(13220,33311) 	 to the Quad Tree.
[LOG]Added St#1607 	Position(13749,33330) 	 to the Quad Tree.
[LOG]Added St#1608 	Position(14292,33305) 	 to the Quad Tree.
[LOG]Added St#1609 	Position(14823,33336) 	 to the Quad Tree.
[LOG]Added St#1610 	Position(15371,33304) 	 to the Quad Tree.
[LOG]Added St#1611 	Position(15921,33304) 	 to the Quad Tree.
[LOG]Added St#1612 	Position(16439,33331) 	 to the Quad Tree.
[LOG]Added St#1613 	Position(16987,33328) 	 to the Quad Tree.
[LOG]Added St#1614 	Position(17499,33334) 	 to the Quad Tree.
[LOG]Added St#1615 	Position(18076,33338) 	 to the Quad Tree.
[LOG]Added St#1616 	Position(18610,33318) 	 to the Quad Tree.
[LOG]Added St#1617 	Position(19144,33345) 	 to the Quad Tree.
[LOG]Added St#1618 	Position(19650,33320) 	 to the Quad Tree.
[LOG]Added St#1619 	Position(20195,33342) 	 to the Quad Tree.
[LOG]Added St#1620 	Position(20734,33304) 	 to the Quad Tree.
[LOG]Added St#1621 	Position(21313,33344) 	 to the Quad Tree.
[LOG]Added St#1622 	Position(21855,33318) 	 to the Quad Tree.
[LOG]Added St#1623 	Position(22368,33329) 	 to the Quad Tree.
[LOG]Added St#1624 	Position(22915,33317) 	 to the Quad Tree.
[LOG]Added St#1625 	Position(23469,33348) 	 to the Quad Tree.
[LOG]Added St#1626 	Position(23968,33308) 	 to the Quad Tree.
[LOG]Added St#1627 	Position(24525,33308) 	 to the Quad Tree.
[LOG]Added St#1628 	Position(5,33840) 	 to the Quad Tree.
[LOG]Added St#1629 	Position(561,33871) 	 to the Quad Tree.
[LOG]Added St#1630 	Position(1080,33876) 	 to the Quad Tree.
[LOG]Added St#1631 	Position(1598,33865) 	 to the Quad Tree.
[LOG]Added St#1632 	Position(2153,33866) 	 to the Quad Tree.
[LOG]Added St#1633 	Position(2679,33870) 	 to the Quad Tree.
[LOG]Added St#1634 	Position(3238,33873) 	 to the Quad Tree.
[LOG]Added St#1635 	Position(3767,33847) 	 to the Quad Tree.
[LOG]Added St#1636 	Position(4321,33867) 	 to the Quad Tree.
[LOG]Added St#1637 	Position(4841,33891) 	 to the Quad Tree.
[LOG]Added St#1638 	Position(5381,33890) 	 to the Quad Tree.
[LOG]Added St#1639 	Position(5910,33882) 	 to the Quad Tree.
[LOG]Added St#1640 	Position(6449,33869) 	 to the Quad Tree.
[LOG]Added St#1641 	Position(7024,33891) 	 to the Quad Tree.
[LOG]Added St#1642 	Position(7549,33875) 	 to the Quad Tree.
[LOG]Added St#1643 	Position(8080,33881) 	 to the Quad Tree.
[LOG]Added St#1644 	Position(8600,33889) 	 to the Quad Tree.
[LOG]Added St#1645 	Position(9137,33866) 	 to the Quad Tree.
[LOG]Added St#1646 	Position(9693,33883) 	 to the Quad Tree.
[LOG]Added St#1647 	Position(10256,33870) 	 to the Quad Tree.
[LOG]Added St#1648 	Position(10779,33872) 	 to the Quad Tree.
[LOG]Added St#1649 	Position(11306,33868) 	 to the Quad Tree.
[LOG]Added St#1650 	Position(11853,33858) 	 to the Quad Tree.
[LOG]Added St#1651 	Position(12421,33855) 	 to the Quad Tree.
[LOG]Added St#1652 	Position(12945,33877) 	 to the Quad Tree.
[LOG]Added St#1653 	Position(13452,33889) 	 to the Quad Tree.
[LOG]Added St#1654 	Position(14019,33859) 	 to the Quad Tree.
[LOG]Added St#1655 	Position(14538,33891) 	 to the Quad Tree.
[LOG]Added St#1656 	Position(15091,33860) 	 to the Quad Tree.
[LOG]Added St#1657 	Position(15631,33884) 	 to the Quad Tree.
[LOG]Added St#1658 	Position(16180,33850) 	 to the Quad Tree.
[LOG]Added St#1659 	Position(16718,33882) 	 to the Quad Tree.
[LOG]Added St#1660 	Position(17252,33841) 	 to the Quad Tree.
[LOG]Added St#1661 	Position(17794,33848) 	 to the Quad Tree.
[LOG]Added St#1662 	Position(18330,33883) 	 to the Quad Tree.
[LOG]Added St#1663 	Position(18853,33890) 	 to the Quad Tree.
[LOG]Added St#1664 	Position(19414,33878) 	 to the Quad Tree.
[LOG]Added St#1665 	Position(19960,33885) 	 to the Quad Tree.
[LOG]Added St#1666 	Position(20479,33886) 	 to the Quad Tree.
[LOG]Added St#1667 	Position(21031,33848) 	 to the Quad Tree.
[LOG]Added St#1668 	Position(21585,33862) 	 to the Quad Tree.
[LOG]Added St#1669 	Position(22103,33869) 	 to the Quad Tree.
[LOG]Added St#1670 	Position(22660,33860) 	 to the Quad Tree.
[LOG]Added St#1671 	Position(23150,33855) 	 to the Quad Tree.
[LOG]Added St#1672 	Position(23708,33858) 	 to the Quad Tree.
[LOG]Added St#1673 	Position(24271,33883) 	 to the Quad Tree.
[LOG]Added St#1674 	Position(24812,33866) 	 to the Quad Tree.
[LOG]Added St#1675 	Position(287,34391) 	 to the Quad Tree.
[LOG]Added St#1676 	Position(800,34420) 	 to the Quad Tree.
[LOG]Added St#1677 	Position(1346,34402) 	 to the Quad Tree.
[LOG]Added St#1678 	Position(1912,34395) 	 to the Quad Tree.
[LOG]Added St#1679 	Position(2417,34404) 	 to the Quad Tree.
[LOG]Added St#1680 	Position(2946,34394) 	 to the Quad Tree.
[LOG]Added St#1681 	Position(3517,34392) 	 to the Quad Tree.
[LOG]Added St#1682 	Position(4038,34399) 	 to the Quad Tree.
[LOG]Added St#1683 	Position(4554,34392) 	 to the Quad Tree.
[LOG]Added St#1684 	Position(5111,34430) 	 to the Quad Tree.
[LOG]Added St#1685 	Position(5653,34420) 	 to the Quad Tree.
[LOG]Added St#1686 	Position(6193,34393) 	 to the Quad Tree.
[LOG]Added St#1687 	Position(6731,34430) 	 to the Quad Tree.
[LOG]Added St#1688 	Position(7302,34411) 	 to the Quad Tree.
[LOG]Added St#1689 	Position(7802,34377) 	 to the Quad Tree.
[LOG]Added St#1690 	Position(8371,34425) 	 to the Quad Tree.
[LOG]Added St#1691 	Position(8878,34428) 	 to the Quad Tree.
[LOG]Added St#1692 	Position(9442,34421) 	 to the Quad Tree.
[LOG]Added St#1693 	Position(9993,34405) 	 to the Quad Tree.
[LOG]Added St#1694 	Position(10522,34398) 	 to the Quad Tree.
[LOG]Added St#1695 	Position(11058,34414) 	 to the Quad Tree.
[LOG]Added St#1696 	Position(11577,34407) 	 to the Quad Tree.
[LOG]Added St#1697 	Position(12107,34420) 	 to the Quad Tree.
[LOG]Added St#1698 	Position(12670,34389) 	 to the Quad Tree.
[LOG]Added St#1699 	Position(13183,34413) 	 to the Quad Tree.
[LOG]Added St#1700 	Position(13732,34425) 	 to the Quad Tree.
[LOG]Added St#1701 	Position(14299,34414) 	 to the Quad Tree.
[LOG]Added St#1702 	Position(14801,34377) 	 to the Quad Tree.
[LOG]Added St#1703 	Position(15374,34422) 	 to the Quad Tree.
[LOG]Added St#1704 	Position(15878,34380) 	 to the Quad Tree.
[LOG]Added St#1705 	Position(16435,34391) 	 to the Quad Tree.
[LOG]Added St#1706 	Position(16986,34426) 	 to the Quad Tree.
[LOG]Added St#1707 	Position(17510,34412) 	 to the Quad Tree.
[LOG]Added St#1708 	Position(18054,34401) 	 to the Quad Tree.
[LOG]Added St#1709 	Position(18596,34415) 	 to the Quad Tree.
[LOG]Added St#1710 	Position(19112,34407) 	 to the Quad Tree.
[LOG]Added St#1711 	Position(19673,34414) 	 to the Quad Tree.
[LOG]Added St#1712 	Position(20198,34402) 	 to the Quad Tree.
[LOG]Added St#1713 	Position(20763,34400) 	 to the Quad Tree.
[LOG]Added St#1714 	Position(21282,34411) 	 to the Quad Tree.
[LOG]Added St#1715 	Position(21833,34395) 	 to the Quad Tree.
[LOG]Added St#1716 	Position(22373,34406) 	 to the Quad Tree.
[LOG]Added St#1717 	Position(22919,34421) 	 to the Quad Tree.
[LOG]Added St#1718 	Position(23463,34389) 	 to the Quad Tree.
[LOG]Added St#1719 	Position(23998,34396) 	 to the Quad Tree.
[LOG]Added St#1720 	Position(24497,34389) 	 to the Quad Tree.
[LOG]Added St#1721 	Position(-7,34967) 	 to the Quad Tree.
[LOG]Added St#1722 	Position(527,34943) 	 to the Quad Tree.
[LOG]Added St#1723 	Position(1101,34939) 	 to the Quad Tree.
[LOG]Added St#1724 	Position(1630,34954) 	 to the Quad Tree.
[LOG]Added St#1725 	Position(2174,34926) 	 to the Quad Tree.
[LOG]Added St#1726 	Position(2719,34947) 	 to the Quad Tree.
[LOG]Added St#1727 	Position(3231,34955) 	 to the Quad Tree.
[LOG]Added St#1728 	Position(3776,34926) 	 to the Quad Tree.
[LOG]Added St#1729 	Position(4320,34927) 	 to the Quad Tree.
[LOG]Added St#1730 	Position(4852,34954) 	 to the Quad Tree.
[LOG]Added St#1731 	Position(5411,34929) 	 to the Quad Tree.
[LOG]Added St#1732 	Position(5917,34937) 	 to the Quad Tree.
[LOG]Added St#1733 	Position(6491,34964) 	 to the Quad Tree.
[LOG]Added St#1734 	Position(7009,34925) 	 to the Quad Tree.
[LOG]Added St#1735 	Position(7535,34925) 	 to the Quad Tree.
[LOG]Added St#1736 	Position(8088,34964) 	 to the Quad Tree.
[LOG]Added St#1737 	Position(8620,34937) 	 to the Quad Tree.
[LOG]Added St#1738 	Position(9186,34930) 	 to the Quad Tree.
[LOG]Added St#1739 	Position(9725,34933) 	 to the Quad Tree.
[LOG]Added St#1740 	Position(10263,34934) 	 to the Quad Tree.
[LOG]Added St#1741 	Position(10775,34959) 	 to the Quad Tree.
[LOG]Added St#1742 	Position(11324,34925) 	 to the Quad Tree.
[LOG]Added St#1743 	Position(11841,34940) 	 to the Quad Tree.
[LOG]Added St#1744 	Position(12381,34960) 	 to the Quad Tree.
[LOG]Added St#1745 	Position(12912,34965) 	 to the Quad Tree.
